directorId,movieId
100888,67409
120837,227667
2388,14728
1057579,176983
50870,89785
16888,36514
57239,25241
142594,85642
139540,47863
119294,54001
1074319,83552
89794,35401
236535,187602
1294627,297721
1384516,348089
33094,10306
91569,111114
1346895,381066
52629,21955
1082114,24034
43513,5470
126714,168814
56033,11689
13581,28597
46959,121848
139350,47755
444720,80184
1218304,260916
1540871,334495
4109,41465
167436,86680
11435,24006
1190105,337073
9168,11615
5872,82624
110588,33382
1496450,354296
1014557,307103
19799,206042
10346,15244
107065,87774
1109533,253339
138699,33842
15127,41876
48965,16159
17282,4241
84981,17381
31898,37769
69987,14400
86038,38065
14597,191476
29962,32275
1311707,31967
1128289,172003
8246,819
26502,25269
146512,30305
130630,63224
18209,46817
24346,22154
504,687
1105733,278393
233912,284050
122673,429876
1492311,352492
1338679,280755
56947,50091
6349,4477
1380177,290304
44866,94702
53334,10511
95568,155130
71551,88005
969806,19969
1380783,300487
135163,41801
14293,14387
161667,51956
1037296,104859
2406,60670
55441,176124
58189,188927
1210377,224894
40940,5064
4600,928
1389033,305932
548474,51730
1157689,102041
62941,28510
27977,191476
55761,243860
92015,364324
228643,360341
12624,842
1044,13853
144821,167112
578,10534
95148,85236
1622145,153035
3702,320007
75474,54850
116531,248781
27977,8938
3227,23048
1374852,257604
4617,8906
99049,321377
109586,77283
98389,224815
19346,15472
239729,115232
1202563,222832
17268,49478
1193907,210293
70109,11636
102668,29043
1572136,381024
12160,113012
15389,11799
138006,114403
97591,27374
1445413,170094
56339,15999
562589,71325
143628,59475
234684,28745
1046507,150224
87510,29952
236421,372985
12891,91739
25161,2457
33317,28236
61798,174358
20718,62570
1093690,174650
142013,180299
143679,66085
30293,3089
569209,96882
99325,170582
21370,2087
205298,54099
59023,28994
21506,41609
1709468,426265
54525,8329
992714,92171
32765,16103
79279,62077
18844,1722
33064,83098
33300,32932
1299838,258673
182700,31074
62303,10037
1153824,171432
57833,406429
30058,291290
12180,45554
1186851,204436
2765,48646
1615516,36799
96166,14202
1744,10514
141962,13059
109314,303867
40599,17604
16863,47620
81297,333545
7499,127853
1330498,289180
99859,35851
21712,2116
114109,287281
548066,54558
62897,22812
57214,110552
1071,11193
107720,440642
102214,49352
118303,267806
18204,2290
5174,607
133259,20444
51866,308639
1200020,42316
1031204,102533
10610,31868
3224,27857
1090,1911
8820,335450
97567,143534
144536,56832
34751,188001
98199,44772
89226,136525
12238,907
76021,293828
84978,59744
71871,49943
133873,359305
102511,40993
1166744,422551
23683,32916
813,45537
61440,255885
131184,64278
31654,3396
46712,43316
31024,9293
1059261,360808
105866,314400
19328,45520
1630053,62196
230542,393834
4723,276907
40345,35614
1038646,105778
119405,45083
155598,417263
1368165,295317
227438,51162
82389,25694
1441577,324436
583203,19063
1065008,117099
56983,81382
35256,37316
13848,2984
1368957,295627
66739,10727
57581,306964
87009,19094
6593,41089
1305564,262009
588229,120149
237583,63615
1074721,300602
28523,346239
150519,47001
98385,117510
24886,139156
15389,112633
117773,90465
29744,86210
141065,42362
1525408,364865
80602,103370
499981,38156
59,175
8500,61934
11434,10693
40187,33543
9994,13196
76998,20021
937007,168379
935159,261815
150127,138665
2636,48133
12329,61464
1299424,13589
939406,91325
1308987,264164
1041408,326256
989687,323665
124919,228339
150964,54642
227824,176167
112914,39914
233331,61574
587559,79570
61797,44664
179236,13647
143036,163202
56359,75910
130945,51136
103586,24584
229307,48508
15254,11902
10001,43358
1064513,116776
937340,347126
70862,91419
103699,396392
33008,16113
20600,45239
87742,102382
21171,14644
30309,33078
11201,22623
17247,1448
12327,37087
1232592,50123
4109,100894
10713,282268
13981,241206
67259,10855
82829,32612
101767,180152
38527,139445
78481,58550
12453,11104
1294627,17903
219783,288259
65452,47870
567816,86126
996539,81434
15389,27361
25950,11876
104243,150056
52140,56429
3849,129467
83922,18932
51073,258070
93003,378350
148747,79553
1468019,124632
94159,40701
40549,46925
2746,220
55884,9345
131327,68823
64331,70829
139829,48011
40508,4997
86051,17352
39104,35888
2209,11618
1027017,242093
19606,37596
5763,427
1227885,211354
1223625,278468
228086,36416
408,87343
103467,53050
929825,273895
71600,12193
1078811,163937
229931,89065
543946,133715
591500,175503
68,22178
16862,36108
88926,45739
58861,29112
11195,71524
1451750,335026
9915,10553
105802,26354
18738,2428
1285876,250700
257772,83226
229351,191717
940711,50382
72624,21828
138205,61125
19069,2363
58448,13997
2917,229
125457,36523
556711,77331
67367,21755
107817,31223
222545,29383
25340,329819
1009298,168541
10001,17801
1011,3877
130424,33135
143561,42359
1334114,264113
10781,20553
148010,61495
231199,224243
110464,30192
66718,24889
1863287,434119
44765,27346
1019956,153170
33954,37467
56828,11231
63713,28031
120796,38472
84885,223946
1239775,393629
100793,29060
1582316,384452
119430,58757
10723,9366
43553,121942
486,32298
96372,75143
1026085,75595
1290853,254446
72197,258322
107235,27730
543289,50700
66228,83727
139153,85373
97618,73614
1496406,257932
77919,51249
5446,58160
14855,144792
52842,335797
67767,16214
66109,75897
135931,46302
129879,43920
37126,45537
1098436,134168
1140278,158933
52443,130150
49281,210908
82657,247845
1628036,381685
15305,328416
137195,76346
1274445,239523
39996,7972
37451,11986
4339,47479
94744,64156
36148,78375
574246,75232
2182,57744
112585,34576
589610,66211
592883,31385
1607982,393603
18897,10753
543674,278269
83198,28735
8500,131360
121256,82576
12238,10949
57048,20210
1002601,94649
10930,29143
45577,87148
521284,71617
1081884,125943
1198233,452166
52094,260893
78040,17345
109680,279332
1378034,299221
176794,56968
1194748,210947
17700,1583
71929,37832
145702,52279
6159,8871
5696,56934
53782,83451
586480,32162
180868,41769
225109,283704
1135153,386743
55934,8748
8500,116973
57130,9842
66086,342474
518226,227425
4109,26201
67632,44540
13015,10003
938171,90063
88823,22484
1043404,41943
58384,48787
25236,90147
1269467,376548
1032558,67493
931252,83865
1692466,420519
84429,273169
236856,282078
962903,48596
3950,834
15389,1786
1556646,370964
73150,110299
77008,14556
133398,179150
82618,21657
1723496,430419
22686,4839
57206,29572
1006823,50221
146275,52605
221723,99762
3359,43323
66226,17169
236820,63291
4346,18447
29625,130090
63937,55687
74878,78315
16767,429199
1179828,199647
17278,243568
26850,159117
84929,18558
35525,112731
1386522,347702
257628,149150
935910,72867
9049,156339
20548,194853
1403970,313676
37710,11935
20025,44768
122905,93041
1565972,378348
129097,42891
9888,41951
1174236,268508
68574,198062
931794,194039
12238,14320
236959,168261
8500,13909
13802,82101
55006,11946
61175,9969
550044,22289
549426,142797
80172,23319
69392,109441
1188038,166221
97773,27447
10586,14831
100645,2199
41550,84735
1498350,353732
135604,20389
80570,53851
229942,41186
67924,80374
1079336,124019
132305,124517
1868,160
19377,116751
1196721,212362
44130,40990
1426099,324978
54222,58258
1434341,34417
58448,180363
122904,159011
85009,245527
579280,76122
88837,46537
38393,43153
1256012,59060
1071,104
79132,16066
933278,63971
37361,4461
9182,8583
586734,278334
89255,22749
1075843,122289
77752,71539
37627,8265
32277,16124
42309,17306
123515,111170
26775,19156
136868,46558
48965,29095
226019,57382
11090,339403
100296,28271
19359,174671
1586194,385761
672,86
47005,76338
129952,187462
934994,150223
39648,4832
78720,13636
56736,93840
73256,202436
557179,340584
80586,47367
17403,3179
1031176,81780
57027,119569
18579,31283
1068135,47444
80630,324560
18320,18927
1243,28384
105976,18440
21819,150329
1311644,268823
87877,21786
83718,83500
1388732,291495
87550,139521
21475,78080
88391,47585
578,855
107658,288171
88040,18151
1312056,266030
74655,13561
56477,9497
56359,8923
1037658,190582
1164972,15083
12080,223702
119430,81871
548816,138906
1017258,417820
50577,55859
11037,12093
122740,224089
22461,12703
7187,1924
1257891,208982
53177,20697
1479990,288778
1488111,349177
108987,52355
93587,80911
84034,43696
93923,25528
96369,105584
77679,14021
1776,11928
1573511,381507
9281,254470
150434,54336
1252234,69168
18308,19596
16187,186584
129894,43933
11147,88912
1233554,253283
62926,411201
103984,29496
1076066,262840
30249,3086
109356,32635
11011,284470
585272,261823
1153588,40123
29605,107846
82234,21586
309,63311
94222,168138
135426,17027
109402,186279
5834,39943
74299,49948
6737,818
260837,51808
32327,11347
589543,80472
92933,72790
89932,104427
67075,98631
79726,28446
70862,59403
133133,45873
11649,1903
39022,142971
88039,79190
253066,120862
9577,14689
230426,356294
970777,411741
98190,206574
98750,44705
13426,36593
80577,145051
729,140846
37493,116312
46997,33020
70663,11837
31155,59290
137932,405576
1032,9746
929825,407806
87356,20145
18311,13673
105084,66659
228134,315837
1038004,287811
45577,26914
288467,67232
577672,76127
66039,12540
76100,368940
4945,1771
130300,44125
1770592,188640
2150,22804
1586760,385933
231291,60566
3110,32325
11523,44342
18596,9702
20709,2011
1199632,214938
80948,13459
64992,49982
1019956,122895
81107,16976
70235,45997
25236,194523
1015967,248710
145045,101179
89193,56825
48583,6187
57865,12245
81322,55529
28615,77056
8482,63887
56742,50758
110285,33203
1298724,258049
90864,24554
64331,10253
1146517,47736
932316,85544
1769,39210
91388,24225
1033866,68170
64211,13474
1174031,73462
21693,2114
1668295,412103
1293195,255772
83784,19035
228090,58559
2725,154718
83173,18492
34849,209802
1028273,235690
394873,32958
98538,27645
58448,77261
101520,43309
14392,407448
1247816,55438
96337,60293
3124,186988
142042,42482
72134,12411
41795,54007
30165,150778
1364669,39962
1032557,102935
81502,84383
82461,110903
30259,85494
1310498,265010
13524,13785
4967,16363
64508,34012
141967,49256
24,369885
1276430,241396
1007638,197297
238400,63989
1041478,234937
196435,80595
23539,2284
559,157353
1607717,393521
102627,67693
68662,11226
76910,14654
7506,2982
19396,53769
72191,60018
11201,8767
562180,71208
4590,5726
53431,7973
225665,57207
1456982,336660
74638,253279
99116,27840
36395,185562
123199,51484
63452,18113
551991,324277
1465613,325302
16888,14384
44130,109610
1614,4584
1142481,28732
76595,38757
230167,44886
1650,12579
564789,92988
230320,140208
588816,80105
14674,176734
1113391,106739
2260,14291
49450,90720
65304,67530
33727,44165
28904,19014
99436,28039
1187357,36549
39009,96394
59023,50416
544700,25905
108012,31378
4964,42232
1562550,143876
4173,161070
35155,58194
211173,28527
62410,21733
21227,121342
8500,43896
39996,111910
80172,15501
55710,27581
5696,17819
12964,14628
23532,291264
19708,1877
39,4148
142936,49843
47826,170522
12936,12710
93595,13774
62047,10258
93991,119892
101518,28665
1260504,347669
72647,43775
132239,45133
1145238,422874
10747,49391
18392,12766
99083,28681
72646,43778
1621640,397981
91518,34090
19101,1790
6094,35619
33433,23512
56212,83114
64901,47648
40,15
19304,120729
78176,15372
8630,53230
27009,64632
138,68718
62020,20674
80702,54275
1770592,46383
40940,22937
236959,112072
238673,57743
87772,41381
84696,19446
93904,148766
228856,197726
102561,77710
29433,47453
51677,90358
118425,35793
235872,62726
112391,341201
7017,209350
9956,256375
228177,122924
1070338,360007
229374,14358
80602,51017
89373,44004
2428,48591
25882,247695
232313,120280
39009,93006
4610,9602
1749,39140
13888,110131
87565,27307
68770,48038
127611,165550
84568,77583
9281,87818
23213,11456
14086,58051
1171039,423917
147531,230211
66124,79483
86439,20694
122914,39458
54441,185154
524,336029
29009,63334
17386,101998
124420,36699
1301726,183910
72427,42010
116018,208478
1301836,320453
69672,158431
6648,39284
34692,19052
18910,19127
12123,205798
544250,36918
33317,14324
37360,43898
92591,363483
16888,30295
233493,104354
213457,76235
83467,62709
139351,15473
109680,32782
933169,17359
28741,11979
1094069,291272
5834,33079
567267,72841
11147,78041
9577,642
39996,24961
1085792,102867
54794,8383
3349,17744
229418,48203
5655,13685
138322,123182
8741,27511
14773,26170
21588,15039
72061,126777
550599,71449
1292889,50475
1271317,169607
42274,14846
58021,28468
25165,50401
2801,209385
230071,49813
96919,112991
1048402,49500
88441,33202
33883,43116
1318326,269242
105084,180132
928386,82639
12987,4256
105650,334449
19000,15577
208118,125764
1008377,145594
1531787,366736
36805,10934
3776,49456
102201,41486
1201,4599
2636,31667
35927,64349
98202,206574
525,272
8574,8902
44645,5654
13848,53419
83275,16346
126125,41313
4956,1689
11448,9516
997694,49452
121585,469172
938146,67654
94403,25922
1078784,123742
32427,43151
57214,8982
126774,15824
121781,293091
14838,49370
67753,127756
550414,263281
89373,89292
2000,23395
82800,40916
72427,32035
549347,23521
1255731,82386
101891,194720
228134,58595
12453,1989
1065353,117266
6111,15059
73121,12613
1037092,24220
104323,30101
96001,99708
60207,9904
1,1895
74924,77948
94208,25797
31497,43867
23922,44663
99884,77649
24547,22578
87670,45782
40863,48204
72609,123561
82461,206899
1001912,70054
17051,15316
58603,119552
85670,77864
12964,42264
1297617,252520
152214,359871
114379,248698
81220,339562
56383,98514
17087,13516
19236,9483
32427,14590
114379,33556
28615,48205
51516,20473
2226,11145
60261,26515
16988,31300
39058,43462
130051,157058
1009298,148034
226493,96196
42741,413778
144482,51743
89388,169069
931095,116377
3632,36334
8300,335778
5216,133694
1322394,271120
29530,53759
171042,45431
26959,86777
77319,257648
1161987,179398
50765,84540
20638,69310
525,43629
88164,67183
1128442,336804
149091,88930
80630,85277
1055221,101519
146924,52939
587376,411656
974,214100
1429417,294826
586143,104194
937342,89595
543568,74336
589479,172469
84061,284276
593019,15419
74298,49948
1016403,36421
69991,109048
76981,18904
59231,18467
1799082,438597
932609,36072
17465,260646
146225,42719
42365,208182
1193920,210307
98835,27925
9577,108869
125690,126517
7313,533
65026,12619
56205,244761
58209,11246
9789,29449
46533,36885
144845,300839
1005696,114962
37021,13955
589816,85200
56501,206487
123970,447236
9339,83542
1744,43336
1107400,180705
89216,39833
10001,53792
5602,67276
1304659,347979
98132,40028
37852,12271
49903,9513
1747598,218728
52842,13258
123970,17780
61335,9977
1156075,404762
33026,123665
19842,36505
69741,11528
1164012,160128
14773,24229
14643,66701
2053,12149
67632,35059
1589168,387042
109537,180717
1035829,104106
143285,50013
89193,379873
131885,261824
8500,32634
104727,175822
98510,99188
94562,26018
107152,30861
171410,173480
81328,14138
1110102,184345
71485,334918
115893,319089
64901,17809
90204,30914
18250,1633
221466,37590
141713,82088
38585,260907
16745,42798
19450,5228
99496,23703
40282,14172
81799,111043
57132,25884
488,85483
6818,12172
91789,177440
127673,132608
57641,194485
227520,221717
262211,54893
40402,197592
1184816,278236
488,879
90615,23854
1037374,96769
172,63578
70558,28229
1515064,360321
39009,61638
932789,85988
1650,1627
74192,28366
60962,103707
176058,32638
1064461,116753
100888,53211
46230,104193
190,10354
68359,85758
100734,53459
21305,39459
1044541,56295
113671,159666
9789,11335
28671,128158
82413,42825
1294527,133603
11523,96186
1287732,14044
1058073,60378
70055,119933
11151,10024
1046090,81633
1026374,101206
138795,78285
55251,8471
137179,42107
1893,43939
130630,64407
56742,61925
2725,42135
1756857,413765
5834,19762
1261723,173421
52934,332210
80570,24203
81437,17199
1079295,123964
235417,111237
93288,245168
13848,53403
39009,74544
87191,239056
1280364,348611
1470490,337210
2239,2289
238137,77635
236005,62783
1275388,240268
67753,103201
18738,80616
17871,16155
64061,32122
139153,267863
63937,71841
61175,119738
232313,350831
82725,229194
55152,24078
129692,36372
45672,28574
10001,42740
81165,17030
72624,18804
43936,196235
69167,110283
11489,85498
95510,413547
40542,40962
238727,40121
80260,22500
100131,86604
47773,26520
106805,351365
4339,53204
1776,42728
567561,72917
35599,169644
83594,21567
66731,76115
1030519,182035
69099,54390
86659,114060
1355324,287940
1171056,48775
82389,31980
1402971,286538
97646,42257
5342,12502
226662,25908
89193,44933
1297768,46343
93560,31299
98132,83188
122740,31398
57982,9565
83467,181269
111481,64215
17812,9411
115178,352851
252740,145925
1170591,84275
247612,336850
34849,25925
8551,79920
8568,21752
19069,3479
73962,40661
56742,52913
1045273,108879
122449,51927
237285,128414
1370847,282672
111944,110204
90661,60029
76707,294222
119624,24870
16566,1369
230746,27827
16830,56007
144798,51873
101225,26643
2710,65595
11151,8470
80678,273578
28615,64544
3632,127564
129825,23385
109403,49671
72344,38008
1142171,160068
3045,8874
939308,91226
488,11519
45996,15767
137349,202662
92005,125531
2679,398289
80307,18034
30310,63339
56214,52072
144008,346873
121136,72245
29226,2977
51851,52449
95293,43819
351901,75442
8514,25728
37513,4494
10367,14262
1090010,90029
10781,13365
45672,105989
7406,44046
17633,224141
6349,37753
239412,42268
13294,4932
583088,173638
1107494,245025
931693,22177
101374,190091
74881,13015
239794,438283
1067966,195617
25897,27395
15663,580
1041669,25843
1703478,418718
37770,63771
106537,21189
60168,9901
74152,13090
17242,385738
150207,325189
34611,84259
102445,78177
18635,180929
83961,39128
56207,85904
1057623,113649
109314,147538
58608,33431
7190,10023
8029,20533
1621717,179270
150984,54677
2690,62761
959211,80523
47373,193177
1670068,412669
37493,4498
92129,24665
34934,14919
111059,347762
578,109091
101225,109102
139539,61080
100054,112601
66605,13073
52741,214215
1174668,39286
143079,220471
86051,18978
70100,31261
551989,56555
31155,27412
86978,25843
1288700,253253
1534549,431490
52405,80919
2798,175457
24970,73085
40025,4887
109829,294959
66548,194113
30008,52991
238406,15642
25735,33305
3224,1363
562673,55804
1284315,283101
16862,53456
228867,59110
49214,95724
1128521,149172
95550,26500
1377131,346808
23393,36665
2127,176
20400,339927
1294764,92499
82518,39750
510,13885
1090,10782
88039,44811
1095994,132725
61877,59111
125426,41091
1191331,208333
87877,336882
1047318,15554
66088,51881
5714,46195
3111,52936
1070831,92397
12964,28466
1496,27505
82335,64499
2355,14832
4275,37652
11528,45219
42060,120977
37705,4436
67426,132928
10586,54302
67273,290382
39012,25188
1508129,359246
101810,429126
543550,44813
1097571,381418
89166,26947
592252,197647
40280,4968
974548,69060
67426,127146
1203057,200547
10723,22279
88970,192712
229568,80271
1110610,139459
15219,14914
70562,105616
151116,44900
10586,63848
1263771,229154
210872,145711
72113,71254
78530,54309
1140167,32033
97202,46043
26784,39857
34402,192371
98132,55949
15378,3014
1617,340611
116923,56986
148389,143959
9168,11327
59466,9813
543568,4552
224,9613
61789,215814
21305,94831
119819,20534
111944,91556
44726,48207
8820,301883
78108,57483
99916,31119
932650,161359
1068143,118640
21305,88288
99667,43150
42,9065
223887,56294
77365,14857
1266722,99242
14860,147843
55948,144351
46307,145691
1126234,46915
4566,283227
94220,25769
1049816,285595
545763,104810
81045,13312
33883,41749
8636,29993
69392,43343
56207,315865
1404563,362058
237704,190945
1445666,332488
77733,15031
89766,14277
17494,9622
933,38621
11154,84166
568406,55015
32134,133792
1325093,261884
15657,31654
1202302,217471
57865,283317
39853,127688
39474,260893
1191230,48273
9855,172747
12804,25680
100117,28209
78188,82533
96369,42106
64140,38093
106964,19010
84956,140883
77259,14733
554095,287821
5561,150839
91397,24235
5026,3780
1135710,285581
87130,26728
82413,223816
63709,38828
20430,56418
72823,77194
84749,15286
127917,89756
40263,52073
253066,98125
3776,61415
16294,62695
1365329,293487
153669,56718
100388,70706
18574,30102
559196,70669
1402247,427413
114352,44303
19684,9311
10146,28438
56714,134881
1243,19265
224653,151250
1480864,343880
83524,274817
86298,26251
30632,3118
107669,46588
40223,34544
13953,266541
86004,23014
66605,39800
22020,433067
584335,265563
95501,162954
77441,14871
1037999,378018
121585,36108
85203,51422
20629,65759
80709,54284
18854,42345
42016,324279
69597,22798
2087,120615
24248,122843
571949,346494
933719,86791
88142,31364
1299144,258255
6201,454
1668442,58891
51932,212934
1151864,169760
1276940,53268
19896,41123
1496769,166375
998534,117212
17282,13637
9054,50231
12964,4988
107668,36867
222298,251657
17350,11194
141511,15361
9108,38670
61244,14749
101528,59159
1318106,468343
1201,18417
550482,53223
54767,44589
793,35030
1495578,353866
86,24257
66777,88496
992858,20375
109402,77805
238960,162987
567595,47200
82627,22515
1626260,91266
30149,50674
550754,76848
87565,435737
235932,436340
1108581,255496
98631,84348
1117989,142802
55476,10560
53847,8064
17247,30780
67792,13386
94169,66946
37362,96395
2000,40985
1078833,89992
22239,179105
640,92182
134856,46105
1603476,392091
606500,87897
227851,58467
3415,8764
1174367,44065
1159715,177354
143491,20978
93975,47739
488,267935
13620,42515
81693,54796
7501,43791
5696,41006
980124,81414
11454,17824
62772,437031
100362,120771
56396,228432
28898,268171
53120,158015
119430,104945
12114,36108
57022,10978
34021,411638
37451,4485
40402,18047
233398,61613
56470,245017
142297,43495
6767,18480
1023419,241742
20660,191476
122842,45767
13680,892
834,29106
1404685,198342
79737,39229
19912,11752
91623,24440
46297,300187
95255,35177
1521909,363690
93904,43492
50583,28340
8636,117024
42060,241374
81252,37973
1034295,103462
