actorId,movieId,,
1092658,35945,,
42287,2310,,
931002,222935,,
90409,23628,,
82732,179375,,
1869687,57602,,
1363055,292040,,
59150,24935,,
552168,1678,,
49733,35384,,
1073929,166085,,
1439595,17985,,
7631,173541,,
1684813,390357,,
21111,133,,
54789,77845,,
30553,61908,,
29792,2887,,
99262,94052,,
3051,226486,,
63857,343112,,
127431,220488,,
1291335,11894,,
574870,75404,,
1664413,64442,,
30303,75012,,
34117,102288,,
8791,11042,,
80597,24804,,
1748825,25872,,
85651,25431,,
60671,9927,,
1425463,278632,,
173428,10527,,
552525,26425,,
1285864,139367,,
25816,38681,,
13325,87349,,
1558226,5123,,
15253,1073,,
184250,33644,,
15832,16191,,
1649059,384682,,
158587,9358,,
1720326,34376,,
19975,6020,,
173780,105538,,
6968,58882,,
51932,323384,,
1719834,1523,,
98018,203024,,
1748,174,,
1708593,30278,,
1281295,40092,,
1073501,84175,,
1023934,678,,
39040,4587,,
1167892,181454,,
65939,45871,,
18702,64218,,
1630634,210052,,
1046494,51052,,
59819,57529,,
55997,33725,,
352124,74529,,
196358,87178,,
1484161,277724,,
35566,36141,,
1531763,8417,,
129549,40916,,
8984,1049,,
2922,156335,,
143391,358083,,
6199,18254,,
16702,252178,,
1202994,214699,,
1566903,21210,,
105453,75770,,
1782452,44564,,
1081839,44552,,
2018,143,,
1451618,293660,,
37632,94363,,
103130,74343,,
227606,44793,,
1689834,71821,,
1095107,65503,,
99258,27923,,
1271204,31530,,
108534,62764,,
328,12619,,
7352,14704,,
1265870,18785,,
28262,84035,,
102829,62033,,
49921,11375,,
1633844,396394,,
126970,8832,,
141762,64689,,
64913,375356,,
10767,88583,,
939368,91316,,
69122,23210,,
583792,214105,,
2771,51411,,
125039,36557,,
27686,2039,,
1853167,8467,,
32043,72664,,
140112,43605,,
12351,39408,,
98953,44833,,
100763,52859,,
237362,22025,,
2437,3598,,
10963,353491,,
31599,36265,,
560784,250538,,
1486582,340101,,
64585,10271,,
1752,15800,,
1685460,263115,,
96725,99732,,
94067,82495,,
1001741,8489,,
1648357,72733,,
1164435,620,,
52583,206563,,
1053775,47408,,
57715,9514,,
1174005,680,,
13525,173793,,
553699,61208,,
115608,30095,,
226728,45765,,
1828841,38294,,
175353,24709,,
181081,213927,,
12967,2887,,
1595675,35953,,
1502244,116741,,
119781,241058,,
1089483,48231,,
15900,91443,,
31882,41004,,
88376,14389,,
52904,265208,,
1289008,81120,,
1219130,26461,,
1758990,343426,,
566103,72478,,
100941,41665,,
583903,11686,,
10871,261823,,
1196132,10386,,
4029,87825,,
61515,38154,,
96814,27040,,
1485774,283445,,
2,75596,,
63476,37190,,
120708,37698,,
138148,43887,,
9626,14113,,
20243,10804,,
1228823,353069,,
1109778,66756,,
1195676,211587,,
130654,99647,,
56039,8833,,
5687,37247,,
1666,198491,,
90369,248001,,
176762,254128,,
16198,579,,
936,52608,,
6837,85058,,
39390,331190,,
1894176,5917,,
1707131,36404,,
122468,85377,,
17203,1441,,
158644,23023,,
101298,28605,,
33573,3687,,
1321140,105352,,
40258,26142,,
1814150,32208,,
1842111,456101,,
50310,6529,,
10017,1676,,
1657806,7457,,
1497869,104460,,
37203,34202,,
1982,28059,,
1666724,31023,,
52605,116977,,
1276655,29299,,
1638834,10470,,
1392193,48943,,
17628,88905,,
1226423,22774,,
14812,4191,,
84952,34560,,
223814,56235,,
24041,81342,,
1212319,416256,,
1115921,133977,,
6721,27526,,
79581,547,,
25383,414767,,
196493,1642,,
25311,13683,,
98330,15239,,
32684,228987,,
39602,33668,,
18300,325173,,
64120,9340,,
1175134,17317,,
16201,59744,,
1044524,16140,,
1194314,44916,,
82791,345918,,
86479,20034,,
149404,21325,,
1697155,318846,,
19020,3087,,
103036,25473,,
1079514,57918,,
83928,17165,,
1120058,42632,,
119547,108923,,
102894,8675,,
128176,7501,,
13327,26932,,
145323,339116,,
14343,6950,,
107674,31142,,
127910,41434,,
579320,18300,,
111640,85836,,
1692296,15590,,
31136,1931,,
15661,20648,,
2390,19560,,
190895,205601,,
3160,118549,,
1957,52286,,
132446,44246,,
154395,65650,,
1107,14854,,
971237,347847,,
69934,62396,,
1166982,127872,,
38581,19575,,
112837,34666,,
1642925,21394,,
3907,100196,,
1754589,440777,,
58601,58857,,
76835,8968,,
1102260,61420,,
105636,100010,,
78447,53805,,
206790,145135,,
1809288,12527,,
6952,492,,
93738,32249,,
72466,58151,,
26283,2588,,
1178926,198436,,
1392691,2614,,
9450,604,,
97274,31408,,
14707,49799,,
30142,10724,,
565851,256921,,
110246,11775,,
46500,92332,,
116845,121703,,
109100,38046,,
1720982,32872,,
43547,62728,,
21248,15052,,
825,33638,,
533790,80343,,
1773081,14336,,
564781,72049,,
199876,9449,,
1572495,75861,,
1717647,15144,,
1277001,78476,,
83436,45627,,
590992,49688,,
120551,94641,,
1748068,10603,,
21104,9447,,
34448,26376,,
995358,47933,,
1194428,105404,,
1547865,85819,,
81276,27425,,
58596,13430,,
196275,42193,,
138651,47345,,
124554,29886,,
1079507,124198,,
11180,139777,,
1278788,64686,,
1039631,109991,,
138757,111188,,
1274246,184846,,
76669,217057,,
1163608,214069,,
49170,160844,,
4619,130233,,
13577,20643,,
1416780,206487,,
1071561,341895,,
100538,28349,,
21605,27256,,
106095,186691,,
22138,4368,,
278923,430973,,
81941,16905,,
124091,100010,,
8233,26174,,
52886,273481,,
100487,28340,,
7796,2255,,
62846,10073,,
1741245,312167,,
132494,111470,,
1594129,277,,
236016,2011,,
41091,295069,,
67706,116979,,
45329,34421,,
100552,29856,,
1335499,278738,,
95620,369299,,
1920,10436,,
14451,192544,,
164809,228647,,
26721,77084,,
78305,28894,,
122816,41343,,
490022,97797,,
1301882,27444,,
1424658,308160,,
1275688,168217,,
1429416,294826,,
36819,34774,,
81000,36696,,
403172,14499,,
3712,44946,,
92728,76025,,
1263596,181456,,
4756,8587,,
1773110,11358,,
1137448,84391,,
1306369,262609,,
1345608,10718,,
933123,86305,,
24368,9930,,
120251,216546,,
5049,15394,,
74718,107775,,
65082,10420,,
1163456,180935,,
275949,11515,,
148360,69427,,
1593385,390051,,
12274,5000,,
146149,37172,,
154629,37527,,
2133,10496,,
18290,8645,,
1153570,47156,,
113710,43853,,
1664224,53404,,
17882,157829,,
4570,49014,,
105089,1989,,
80753,128396,,
173198,116609,,
77293,38615,,
1032695,127642,,
128400,42669,,
89545,30675,,
111361,33786,,
1231,225574,,
5050,1623,,
1165303,180420,,
87255,23333,,
1007331,209780,,
169265,152790,,
34490,62838,,
1634921,256196,,
1779511,271110,,
106791,8914,,
229932,12113,,
1108959,108179,,
78,19,,
35210,33701,,
1236181,22137,,
10,260514,,
20718,2899,,
11288,86467,,
18404,1655,,
186336,23069,,
4489,11891,,
1137888,11699,,
550473,325186,,
21301,2078,,
1895146,417644,,
1899009,307663,,
20699,174772,,
40954,43138,,
78859,22390,,
63240,204349,,
51812,7008,,
149594,58467,,
1692066,90616,,
1803724,339988,,
65976,37702,,
1390260,1491,,
9285,30943,,
1556204,10586,,
54522,398395,,
167764,126816,,
554500,45489,,
232506,42226,,
34098,80054,,
146652,39767,,
656,120212,,
150167,53397,,
1177708,15752,,
1407140,117751,,
1702789,316727,,
82437,13905,,
32809,3515,,
6588,27359,,
49834,56718,,
1231526,85312,,
52761,58692,,
1270903,84273,,
204815,8090,,
109333,339362,,
1589178,375170,,
4307,70387,,
27037,1429,,
116752,44685,,
6698,36887,,
130567,296025,,
83141,44951,,
8726,13666,,
96915,26520,,
20624,2005,,
1015204,70011,,
30181,28658,,
74276,13203,,
99600,49082,,
12313,33754,,
116924,353533,,
90360,31442,,
59217,14745,,
23710,2302,,
214299,59678,,
11147,6883,,
40,22376,,
1185021,13922,,
122474,345323,,
563918,15830,,
1246931,75004,,
11115,31082,,
79246,20640,,
35,25562,,
99,26189,,
1120504,32070,,
24967,17736,,
1069680,119288,,
83266,153266,,
53818,29592,,
1716520,337339,,
75397,61689,,
932160,98456,,
18766,87729,,
1327765,137094,,
6367,277154,,
8699,238090,,
19401,57684,,
100461,81009,,
1283880,118340,,
71886,21128,,
123861,54307,,
556530,33324,,
1236,115,,
34721,13300,,
1372534,86956,,
112853,34683,,
20851,56935,,
141389,32761,,
1907256,25438,,
571569,310135,,
145313,121791,,
2506,94653,,
1676502,43823,,
103525,114333,,
1850440,66745,,
100618,14729,,
1089614,21842,,
1004061,38715,,
1292628,216282,,
9596,13945,,
1341053,46702,,
100396,28318,,
523540,323661,,
11512,10843,,
1371389,376453,,
60918,9956,,
6949,122198,,
1572523,75861,,
10489,47327,,
500339,37710,,
1910,18203,,
12446,35109,,
279042,43875,,
1338430,228198,,
49025,110,,
148816,22595,,
240827,57781,,
1323612,97051,,
239493,107643,,
96033,22681,,
56045,66787,,
13954,911,,
1794735,27607,,
1841546,356752,,
67711,2164,,
112563,34561,,
93922,40649,,
94836,42586,,
30952,199151,,
85883,60579,,
1003974,16048,,
65776,105299,,
1752946,324668,,
1614687,13912,,
238888,104237,,
1163462,377492,,
999667,5549,,
94067,377154,,
43024,10111,,
10430,9362,,
134701,45579,,
1601912,36266,,
61965,1893,,
108696,216541,,
34143,1730,,
1646183,40087,,
1192581,348391,,
96175,26768,,
19537,19994,,
11041,133459,,
142855,13393,,
579148,57911,,
121206,38751,,
14278,938,,
1336934,29923,,
933080,86271,,
1012151,37748,,
107634,35021,,
149969,47218,,
289628,38745,,
1883499,15316,,
1320307,10856,,
117550,107985,,
1095107,40639,,
66884,114618,,
15111,9924,,
42996,65889,,
25966,2546,,
148063,36208,,
21458,36855,,
35792,336211,,
83453,35280,,
101423,132759,,
100898,35955,,
26775,22124,,
13476,625,,
1707307,1945,,
589579,284013,,
1337235,31380,,
43476,14924,,
1399526,140607,,
1282,9991,,
13512,880,,
113654,108232,,
121716,57440,,
983506,332168,,
1822886,32027,,
9865,70151,,
79037,20329,,
3339,72471,,
15699,36634,,
29567,8462,,
29124,40717,,
31903,38925,,
81179,45679,,
12312,92501,,
27397,13967,,
144018,33015,,
47865,11365,,
985070,16605,,
1822212,340666,,
1239954,29617,,
11395,6978,,
79635,38293,,
554278,8584,,
1631125,260346,,
1178792,8954,,
61148,9967,,
1273233,72710,,
139618,86597,,
57502,9372,,
67601,11887,,
17180,1440,,
131545,143838,,
3560,14670,,
278262,282078,,
11288,49014,,
1733639,354282,,
162924,54138,,
105657,283995,,
1199836,42756,,
39187,328483,,
1149071,322039,,
194173,97327,,
30882,20177,,
162754,235093,,
4766,4995,,
89107,92349,,
93518,29582,,
218405,32329,,
1032556,71110,,
582888,77908,,
32377,260912,,
87243,96534,,
32161,6078,,
73234,42204,,
15217,297762,,
93671,25389,,
17286,13632,,
1751725,381284,,
1134505,141461,,
127891,409550,,
1557471,132141,,
87409,99247,,
1008388,96231,,
7210,30015,,
2022,169068,,
17735,13611,,
10190,2982,,
100898,28480,,
17817,10573,,
211900,205321,,
32774,118911,,
1227454,40973,,
1033671,182246,,
1720343,34376,,
1894159,5917,,
518,587,,
11477,68812,,
1394658,55758,,
65201,10431,,
1296781,250535,,
100945,186585,,
522,75,,
218506,262829,,
1785923,297762,,
17770,14435,,
1576851,296098,,
79731,28569,,
29259,290379,,
6837,19661,,
1903,4475,,
237747,277594,,
1776404,9384,,
1231943,36669,,
1269,12560,,
2412,369776,,
78398,206188,,
13994,94881,,
299082,69557,,
61962,34379,,
1086316,128043,,
1167004,293491,,
31028,5126,,
124309,178927,,
1139049,17082,,
1057653,331985,,
95729,31899,,
1888255,11492,,
99329,27725,,
12408,838,,
112139,34935,,
11207,61891,,
21708,52113,,
40582,14670,,
1278155,124762,,
1040441,14794,,
25173,18851,,
11982,800,,
115217,13596,,
1215144,224908,,
225235,10102,,
3362,261,,
1415436,198663,,
229309,59406,,
1446332,108723,,
139366,47002,,
117674,1585,,
21708,52913,,
1822847,17382,,
90457,48281,,
185257,8195,,
1837451,2623,,
15961,36599,,
1671181,344591,,
134147,45905,,
1470303,291613,,
1532105,74384,,
1675208,414392,,
1178561,198200,,
9657,44647,,
956444,33389,,
6949,492,,
1720919,10673,,
27590,25462,,
118076,339145,,
146099,41821,,
34182,42325,,
199077,18373,,
1188456,34314,,
15661,171776,,
15100,17074,,
49278,127856,,
1662482,377985,,
935670,87952,,
93015,15556,,
77585,13982,,
1591161,326425,,
19222,23655,,
1306334,111988,,
175002,62399,,
543657,824,,
1684,30146,,
50762,39982,,
24379,51213,,
1670,12454,,
27121,38166,,
48,75137,,
1097735,128129,,
18056,229113,,
3855,72086,,
1407026,10950,,
235424,135210,,
13968,186585,,
10982,675,,
159689,39282,,
1507169,30547,,
39952,11848,,
106194,219808,,
87341,30127,,
70811,28273,,
5039,347,,
933322,254902,,
118490,10192,,
57830,64586,,
31531,7092,,
584045,31418,,
1736,72340,,
1526635,302150,,
11028,23030,,
113655,99374,,
15412,296099,,
1378818,209451,,
539,13173,,
1001623,94205,,
583930,78402,,
15978,43316,,
8496,48408,,
1796926,172443,,
946404,25608,,
464993,368993,,
75178,13775,,
113231,34813,,
136482,10127,,
2144,10501,,
86290,94794,,
5313,29454,,
78297,15511,,
1037764,94854,,
592129,32387,,
35084,16122,,
1490,13516,,
57799,39899,,
1347547,22466,,
1276484,95600,,
166518,297761,,
15183,9623,,
1381514,42637,,
3510,4781,,
1321389,156045,,
79764,141971,,
149081,911,,
1461314,49527,,
550796,44256,,
301657,11,,
1563545,302435,,
521717,297850,,
1143483,161243,,
2090,8738,,
95785,19494,,
1583061,8869,,
2094,20298,,
1413807,349135,,
76512,117251,,
73457,239804,,
1696761,353491,,
4252,65034,,
57252,92011,,
136959,46534,,
213492,115572,,
1459496,175774,,
89750,27973,,
1417447,11524,,
65871,88794,,
135037,29698,,
4302,301,,
1083168,167810,,
998412,211247,,
1244235,72985,,
120689,106417,,
110507,12543,,
1193939,77850,,
98831,11574,,
97181,51786,,
9221,50011,,
1155127,172520,,
5563,67220,,
136882,41486,,
43716,50730,,
95983,40048,,
587,13199,,
4098,119801,,
1564927,38348,,
8517,17382,,
1792510,287948,,
37829,14047,,
31350,99261,,
12132,11969,,
67917,61041,,
477,62177,,
1680822,91259,,
1234,68116,,
83313,133148,,
1507325,349441,,
96250,42477,,
91319,8408,,
4091,996,,
10621,47239,,
1342497,67443,,
69718,11388,,
1021444,265351,,
976690,103173,,
180538,9748,,
100787,79684,,
120253,98357,,
131016,94659,,
1808134,19124,,
6832,118677,,
113676,19959,,
79649,308024,,
37124,82470,,
19411,43236,,
15234,8869,,
956719,9059,,
6657,11832,,
82851,17245,,
1291267,14615,,
67836,11020,,
199909,96243,,
61964,15378,,
1210536,114888,,
1140278,158933,,
141367,40876,,
79734,23476,,
58304,47542,,
548181,67174,,
179508,70863,,
52346,13336,,
102371,65317,,
1353829,315439,,
1787693,411054,,
18277,6435,,
14306,43780,,
1397016,380007,,
931253,98604,,
120704,38459,,
1743499,291805,,
4756,2033,,
80874,4806,,
41163,82080,,
1773780,11397,,
4461,10180,,
4156,358076,,
591476,27072,,
8395,71147,,
45050,14324,,
570284,55890,,
24368,33331,,
1081488,295656,,
3762,64508,,
946292,111312,,
49021,254578,,
934,10412,,
1732056,3176,,
36802,75012,,
5004,16085,,
1211676,303858,,
30082,1535,,
1434508,105864,,
65717,133790,,
1642127,402543,,
223326,65233,,
44862,5691,,
33747,94241,,
1482691,39276,,
1453435,73614,,
1086,52366,,
2130,10873,,
10655,48358,,
1805895,310131,,
101529,24570,,
5915,8285,,
82796,8063,,
52716,31512,,
879,338964,,
8395,240177,,
5738,47739,,
1499909,354251,,
236703,46838,,
1243732,4932,,
555370,33194,,
1436001,11174,,
85411,300900,,
7124,89092,,
65640,14204,,
57448,51049,,
6841,42532,,
545766,31161,,
81253,17111,,
12132,131351,,
2067,29473,,
1395240,60775,,
3754,19957,,
988680,43544,,
42094,48748,,
130977,202960,,
882,122,,
27443,26030,,
980211,365323,,
992742,116753,,
938,1372,,
1090731,64882,,
12021,8217,,
14105,918,,
1261684,26688,,
166682,108614,,
70403,11807,,
20786,31600,,
86860,83456,,
942341,43338,,
95097,24568,,
1039,9604,,
12950,154140,,
109046,16996,,
91420,9079,,
240155,48297,,
13696,892,,
940179,29244,,
1288335,129139,,
1363699,202570,,
123271,39749,,
95125,16284,,
26684,13967,,
1894,20794,,
11128,947,,
3367,27263,,
45114,29069,,
1693442,10213,,
43884,115353,,
54815,118612,,
12397,47931,,
1223828,8467,,
1728984,140607,,
9045,69075,,
62892,8202,,
70990,94139,,
1208178,222671,,
18726,75969,,
84217,70006,,
110204,43110,,
17835,12797,,
57093,10139,,
592722,17199,,
99194,40145,,
47395,43833,,
29603,1405,,
83442,52867,,
82704,38674,,
9777,47945,,
1780202,253331,,
4958,44626,,
150369,109001,,
102968,60087,,
117087,24450,,
1144666,63076,,
91288,27031,,
1515525,295588,,
1513149,426469,,
579281,259910,,
1894502,12890,,
1627396,201099,,
44649,22182,,
1461926,323675,,
223518,55787,,
15170,69310,,
1115,49517,,
1070634,158852,,
941999,164123,,
26028,28000,,
78778,43006,,
6384,38966,,
65073,282374,,
14575,103711,,
1363063,299780,,
84308,19205,,
139536,19275,,
4974,343,,
174606,96147,,
1616519,336807,,
5563,45046,,
1406152,3716,,
937913,390059,,
277526,5511,,
20899,47819,,
42671,131343,,
939038,44999,,
213486,13522,,
1297572,70224,,
71565,172824,,
931493,85739,,
100653,15765,,
583040,57201,,
1145861,17774,,
52374,20539,,
182043,10360,,
1278749,152780,,
11160,10054,,
854,92501,,
1357096,286521,,
226353,332709,,
1530547,190859,,
105786,30155,,
148397,41347,,
87345,87022,,
1299663,173488,,
1141961,397365,,
83315,18612,,
1201029,143946,,
1224490,676,,
1216544,8052,,
1249134,379998,,
86061,19657,,
129521,43193,,
478,49527,,
1256356,94047,,
3142,37083,,
1200762,215628,,
568601,415766,,
78110,57483,,
927616,43454,,
224723,68728,,
1206000,27328,,
60652,46103,,
1462,7547,,
1274508,382614,,
65717,5551,,
1858003,22172,,
34348,81396,,
1428020,325803,,
95082,25385,,
1686427,329833,,
1387,10754,,
85178,262543,,
1540519,46594,,
88999,56154,,
53923,239566,,
3075,23047,,
10160,118446,,
44810,23127,,
134268,125249,,
1360987,15324,,
1227508,109636,,
2311,130233,,
1548315,289232,,
2714,395,,
143331,22135,,
11851,441881,,
37056,1259,,
1747753,52799,,
3090,20003,,
117491,39933,,
13635,319389,,
11867,35796,,
140909,80389,,
27272,44617,,
144530,42750,,
400,53367,,
11090,11683,,
19938,1917,,
34915,9781,,
17401,60309,,
1072165,13559,,
43776,22794,,
120886,338518,,
1142856,31129,,
199664,15239,,
1342387,301608,,
21041,10188,,
55997,37467,,
8318,16432,,
1468245,11931,,
1286643,14308,,
101203,80653,,
42737,12531,,
990443,172972,,
31711,144336,,
1745144,353378,,
11661,18041,,
234568,150041,,
89925,47884,,
43894,14922,,
4965,288,,
